BIO_REGION_ID|ECO_REGION|ECO_REGION_DESCRIPTION|ECO_REGION_ID
NA11|Western Great Lakes Forests|This ecoregion stretches from Michigan, where it encompasses nearly half of the Lower Peninsula and all of the Upper Peninsula, through northern Wisconsin and Minnesota, southwestern Ontario, to the southeastern corner of Manitoba.|344
NA11|Upper Midwest US Forest-Savanna Transition|This ecoregion encompasses most of the Minneapolis-St. Paul metropolitan area and many smaller cities. |343
NA11|Eastern Great Lakes Lowland Forests|This ecoregion covers most of the region around the eastern Great Lakes and the St. Lawrence River. |334
NA11|Eastern Canadian Temperate-Boreal Forest Transition|This ecoregion encompasses the southern portion of the Canadian (Precambrian) Shield in Ontario and Quebec, with the southern boundary of the Shield defining the southern border of this ecoregion. |333
NA10|Northeast US Coastal Forests|This ecoregion stretches across a long strip of latitude and includes parts of 11 states, from Virginia to southern Maine.|339
NA10|New England-Acadian Forests|This vast ecoregion has a humid cold temperate to boreal climate. The entire region, including most of the coastal zone, is hilly to mountainous, with the highest elevations in the White Mountains of New Hampshire. |338
NA10|Gulf of St. Lawrence Lowland Forests|This ecoregion is surrounded by the New England-Acadian Forests ecoregion and the Atlantic Ocean’s Gulf of St. Lawrence.|335
NA28|Texas Blackland Prairies| The northern portion encompasses the city of Dallas, whereas the narrow southern portion encompasses most of Austin and San Antonio. |401
NA28|Piney Woods Forests|This ecoregion occupies the West Gulf Coastal Plain and encompasses eastern Texas (including the “Big Thicket”) as well as western Louisiana, southwestern Arkansas, and a small portion of southeastern Oklahoma.|363
NA28|East Central Texas Savanna-Woodland|This ecoregion is a relatively long (in latitude) but narrow ecoregion almost entirely confined to Texas, plus a small part of southeastern Oklahoma north of the Red River.|332
NA27|Western Gulf Coastal Grasslands|This ecoregion is part of the North American Coastal Plain, which in 2016 was formally recognized by the Critical Ecosystem Partnership Fund as the 36th global biodiversity hotspot.|384
NA26|Bermuda Subtropical Conifer Forests|The Bermuda Islands are an isolated, crescent-shaped chain of more than 150 limestone islands distinguished by the northernmost mangrove swamps and tropical coral reefs in the Atlantic Ocean.|325
NA25|Southeast US Conifer Savannas|This ecoregion is the biologically richest portion of the North American Coastal Plain.|399
NA25|Mid-Atlantic US Coastal Savannas|This ecoregion is a northern extension of the vast Southeast US Conifer Savannas ecoregion. |393
NA25|Atlantic Coastal Pine Barrens|This ecoregion represents the northern end of the North American Coastal Plain geological region.|347
NA25|Mississippi Lowland Forests|This ecoregion occupies the lower portion of this watershed, along the Mississippi River and its tributaries from the river mouth in Louisiana to the southern tip of Illinois. |337
NA22|Ozark Mountain Forests|This ecoregion comprises the Boston Mountains (a deeply dissected plateau that forms the southwestern and highest portion of the Ozark Plateau), the Arkansas (River) Valley, and the Ouachita Mountains.|341
NA22|Ozark Highlands Mixed Forests|This ecoregion constitutes the western portion of the central hardwoods forest region of the United States, but as a transitional region between forest and prairie it also contains many types of grassland.|340
NA30|Sonoran Desert| In addition to portions of Arizona and Sonora, the Sonoran Desert occupies southeastern California (south of the Mojave Desert) and northeastern Baja California. |435
NA30|Mojave Desert|This ecoregion covers southern Nevada and portions of western Arizona and southeastern California.|433
NA30|Gulf of California Xeric Scrub|This ecoregion stretches along the eastern coast of the Baja Peninsula, bordering the Gulf of California from Bufeo in the north to La Paz in the south.|431
NA30|Baja California Desert|This ecoregion is one of the wildest and most intact ecoregions in Mexico, occupying most of the Baja California Peninsula and almost all of its western portion in both the states of Baja California Norte and Baja California Sur. |426
NA29|Tamaulipan Mezquital|This ecoregion occupies the southwestern portion of the Gulf Coastal Plain in southern Texas and northeastern Mexico.|437
NA29|Tamaulipan Matorral|The Tamaulipan Matorral is a small ecoregion located in a transitional area between the Nearctic and Neotropic realms|436
NA29|Meseta Central Matorral|This ecoregion is an arid lowland plain separating the massive mountain ranges of the Sierra Madre.|432
NA29|Chihuahuan Desert|The Chihuahuan Desert, the largest and most biologically diverse North American desert, sprawls across southeastern Arizona, southern New Mexico, much of western Texas, and north-central Mexico. |428
NA29|Central Mexican Matorral|This ecoregion is a relatively flat desert, with elevations up to 2,000 m, surrounded by mountains and with mountain ranges embedded within it.|427
NA29|Sierra Madre Oriental Pine-Oak Forests|This ecoregion extends from several isolated mountain ranges in the southwestern U.S., including the Davis and Chisos Mountains in the Big Bend area of Texas and the San Andres and Organ Mountains of southern New Mexico, south through several Mexican states to just northeast of Mexico City.|327
NA29|Sierra Madre Occidental Pine-Oak Forests|Stretching from southeastern Arizona’s “sky islands” to just north of Guadalajara in Jalisco, this extensive ecoregion is one of the most species-rich in North America|326
NA29|Sonoran-Sinaloan Subtropical Dry Forest|This ecoregion is transitional between the Nearctic Sonoran Desert to the north and west and the Neotropic Sinaloan Dry Forests to the south and east. |324
OC11|Northwest Hawai'I Scrub|The far-flung chain of nine major islands extends approximately 1,600 km from rocky Nihoa in the southeast to low Kure Atoll. |641
OC11|Hawai'I Tropical Low Shrublands|This ecoregion contains the driest of all lowland habitats in the archipelago. |640 
OC11|Hawai'i Tropical High Shrublands|This ecoregion’s alpine deserts, alpine grasslands, and sparse shrublands occur above 3,000 m up to 4,207 m and only support a few hardy drought- and cold-adapted species.|639
OC11|Hawai'I Tropical Dry Forests|The leeward side of the main islands of Hawai’i are drier as the central ranges and large volcanoes capture much of the rain brought by the trade winds.|636
OC11|Hawai'I Tropical Moist Forests|Tropical moist forests of Hawai'i occur as mixed mesic forests, rain forests, wet shrublands, and bogs in swampy areas.|623
OC9|Marianas Tropical Dry Forests|The Mariana Islands cover a 900 km arc in the western Pacific Ocean. |637
OC8|Yap Tropical Dry Forests|The Yap Islands group is located about 450 km northeast of Palau.|638
OC8|Palau Tropical Moist Forests|An incredible 586 islands make up the archipelago of Palau in western Micronesia. |627
OC8|Carolines Tropical Moist Forests|The Caroline Islands includes the Remetau Group, Chuuk, Pohnpei, and Kosrae.|618
OC6|Fiji Tropical Dry Forests|Viti Levu and Vanua Levu, the two biggest islands in Fiji, has about a third of their land area covered in dry forest along each of their northwest lowlands.|635
OC6|Tongan Tropical Moist Forests|Tongan islands are volcanic, though the southern island of 'Eua is believed to be a fragment of the ancient Gondwanaland supercontinent and may harbor some ancient invertebrates and plants.|631
OC6|Fiji Tropical Moist Forests|Out of over 300 islands, the islands of Viti Levu and Vanua Levu occupy 78% of the ecoregion’s land area and support the tallest mountain at 1,323 m. |622
OC6|Kermadec Islands Subtropical Moist Forests|The remote Kermadec archipelago occurs in an island chain of 13 small islands 1,000 km northeast of North Cape, New Zealand. |624
OC5|Western Polynesian Tropical Moist Forests|The ecoregion has three clusters of atolls and makatea islands (uplifted reefs): 8 atolls in the Phoenix Islands; 4 in Tokelau; and 9 in Tuvalu. |634
OC5|Samoan Tropical Moist Forests|Samoa consists of a chain of 14 volcanic islands located 600 km east of Fiji. |629
OC4|Central Polynesian Tropical Moist Forests|This ecoregion encompasses the Northern Line Islands, Southern Line Islands, and Northern Cook Islands. Isolated Johnston is also included in this ecoregion. |619
OC3|Tubuai Tropical Moist Forests|Like the Society Islands to the north, the Tubuai Islands are eroded volcanic peaks that are surrounded by uplifted limestone reef.|633
OC3|Tuamotu Tropical Moist Forests|This vast ecoregion encompasses the 76 atolls and islands of Tuamotu, and stretches 1,800 km to the Gambier Islands and the Pitcairn Islands 1,000 km to the east.|632
OC3|Society Islands Tropical Moist Forests|These verdant islands are covered in lowland rain forest, montane rain forest, and, at the highest points, cloud forest.|630 
OC3|Cook Islands Tropical Moist Forests|The Cook Islands, one of the most remote archipelagos in the world, are home to some of the planet’s most dazzling birds.|620
OC2|Marquesas Tropical Moist Forests|The 12 Marquesas Islands are volcanic high islands with very rugged topography, knife-edged ridges, deeply dissected gorges, and cliffs plunging from mountaintops steeply to sea level. |625
OC1|Rapa Nui and Sala Y Gómez Subtropical Broadleaf Forests|This isolated volcanic island in the eastern Pacific supported a simple and  unique ecosystem until Polynesians arrived thousands of years ago and transformed it to grass savannas.|628
OC10|Ogasawara Subtropical Moist Forests|The Ogawasara (or Bonin) and Iwo (or Volcano) Islands are a widely scattered archipelago of 20 major volcanic islands once covered in subtropical moist and dry forests. |626
OC7|Eastern Micronesia Tropical Moist Forests|Low atolls scattered across the central Pacific comprise this ecoregion, with Wake Island and Nauru as single-island outliers, and the Marshall Islands and Kiribati archipelagos of many islands.|621
NT11|Northern Andean Páramo|This ecoregion includes the high altitude wet grasslands that are above the tree line and below the snow line within the equatorial Andes.|593
NT11|Cordillera De Merida Páramo|This ecoregion consists of specialized high elevation grassland communities which occur in three distinct oblong patches.|591
NT11|Cordillera Central Páramo|Essential for the regional water cycle, this ecoregion is the origin of many streams running down the Pacific and Atlantic slopes. |590
NT11|Patía valley dry forests|The Patía Valley is a dry pocket “valley” surrounded by the cloud forests of the Central and Western cordilleras of Colombia.|542
NT11|Magdalena Valley Dry Forests|This ecoregion, located within the Northern Andes, occurs along the dry inter-Andean valley formed by the largest river in Colombia, the Magdalena.|538
NT11|Cauca Valley Dry Forests|The dry inter-Andean valley is located between the west and central Andes in Colombia.|526
NT11|Bolivian Montane Dry Forests|This ecoregion is restricted to south-central Bolivia, flanking the eastern Andes, and barely reaching northwest Argentina.|523
NT11|Venezuelan Andes Montane Forests|This ecoregion occupies montane forests at middle elevations of the Venezuelan Andes, a northeastern branch of the Andes mountain range.|513
NT11|Southern Andean Yungas|This ecoregion, spanning across southwestern Bolivia and northwestern Argentina, is loosely bordered on the east by dry lowland vegetation of the Chaco and tightly on the west by the Bolivian Montane dry forests.|504
NT11|Peruvian Yungas|This ecoregion flanks the eastern slopes of the Andes, roughly from the Marañon Valley depression northern Peru to near the Rio Huari Huari (Cordillera Carabaya) near the Bolivian border. |493
NT11|Northwest Andean Montane Forests|This ecoregion is found in northwest South America in the center of Colombia and Ecuador within a 150 km wide chain of the Andes Mountains.|486
NT11|Marañon Dry Forests|This ecoregion extends along the upper Marañon River valley and its tributaries in northwestern Peru.|479
NT11|Magdalena Valley Montane Forests|Magdalena Valley Forests grow on the inner slopes of the Eastern and Central cordilleras in the Northern Andes of Colombia.|477
NT11|Eastern Cordillera Real Montane Forests|The Eastern Cordillera Real Montane Forests ecoregion is located on the eastern slopes of the middle Andes, extending north-south from southern Colombia, through Ecuador, and into northern Peru.|460
NT11|Cordillera Oriental Montane Forests|These forests span the eastern slopes of the Andean Cordillera Oriental from their northernmost point southwards through most of Colombia.|457
NT11|Cauca Valley Montane Forests|Located at the northwestern end of the Andes Mountain Range in southwestern Colombia, the Cauca Valley is nestled between the western and central ranges of the Andes and stretches for 600 km in a south-north direction.|448
NT11|Bolivian Yungas|This ecoregion in Bolivia and parts of Peru forms a transition along the Andean slope between Amazonian and highland Puna habitats, which contributes to the high levels of biodiversity and endemism characterizing this unique ecoregion.|444
NT10|South American Pacific Mangroves|The South American Pacific Mangrove ecoregion is comprised of five subecoregions.|615
NT10|Guayaquil Flooded Grasslands|This ecoregion is in the provinces of El Guayas, Los Ríos, and El Oro in Ecuador.|582
NT10|Tumbes-Piura Dry Forests|This Tumbes-Piura Dry Forest ecoregion is located in the equatorial region of South American between the Pacific Ocean and the western slope of the Andes Mountains.|549
NT10|Ecuadorian Dry Forests|This ecoregion extends along the Pacific Coast southward from southern Esmeraldas province in northern Ecuador into the Guayas province, ending at the Golfo de Guayaquil. |531
NT10|Western Ecuador Moist Forests|Located in southwestern Colombia and western Ecuador, the ecoregion boundaries extend from the Patia River in the north and ending at the foothills of the Andes Mountains in the east.|516
NT8|Sechura Desert|This ecoregion occupies the western subtropical portion of South America. It borders the Pacific Ocean on the west and extends between 20–100 km inland on the east until reaching the Andean secondary ridges.|608
NT8|Atacama Desert|The Atacama Desert is considered one of the driest coastal deserts in the world. It forms a continuous strip for nearly 1,000 km along the narrow coast of the northern third of Chile. |598
NT7|San Félix-San Ambrosio Islands Temperate Forests|The Desventuradas archipelago, or “Unfortunate Islands”, are formed by four Pacific islands, including San Félix and San Ambrosio.|562
NT7|Juan Fernández Islands Temperate Forests|The Juan Fernández archipelago, also known as the Robinson Crusoe Islands, is located off the coast of Chile in the southeastern part of the Pacific Ocean.|560
NT6|Chilean Matorral|This ecoregion constitutes a 100 km-wide strip extending along the central part of the Chilean coast between the Pacific Ocean to the west and the Andes Mountains to the east.|596
NT5|High Monte|The High Monte ecoregion, also called the High Monte desert locally, is bounded in the west in the rain shadow of the Andes, in the north by the high arid Puna, in the east by the arid–semiarid woodlands of the Chaco and Espinal.|592
NT5|Southern Andean Steppe|A relatively untouched piece of nature, the Southren Andean Steppe ecoregion extends along the high elevations of the Andes of central Argentina and in part of Chile at altitudes between 1,800 and 5,000 m.|595
NT5|Central Andean Wet Puna|This ecoregion is located in the Andean Mountains of Peru and eastern Bolivia, with landscapes filled with snow-capped peaks, mountain grasslands, high lakes, plateaus, and valleys.|589
NT5|Central Andean Puna|This ecoregion is a high elevation montane grassland in the southern high Andes, extending from southern Peru, though Bolivia, into northern Argentina.|588
NT5|Central Andean Dry Puna|This ecoregion is nestled between the tree-line and the permanent snow-line in a very dry region of this mountain range.|587
NT9|Galápagos Islands Xeric Scrub|The Galápagos Islands Xeric Scrub ecoregion encompasses the entire Galápagos archipelago, including about 128 named islands.|601
NT1|Valdivian Temperate Forests|The Valdivian Temperate Forests ecoregion is in the southern cone of South America.|563
NT1|Magellanic Subpolar Forests|The Magellanic Subpolar Forests cover the flanks of the southern Andes and adjacent lowlands of South America.|561
NT4|Dry Chaco|This ecoregion is generally restricted to the northwestern two-thirds of western Paraguay, and east of the Andes in southeastern Bolivia and northwestern Argentina|569
NT4|Humid Chaco|The Humid Chaco ecoregion is located in northeastern Argentina, the center of Paraguay, and small areas in southwestern Brazil. |571
NT3|Southern Cone Mesopotamian Savanna|"The Southern Cone Mesopotamian savanna ecoregion is grassland-wetland mosaic covering the region of Argentine “Mesopotamia."""|586
NT3|Paraná Flooded Savanna|This ecoregion includes the floodplains of the middle and lower Paraná River and its tributary, the Paraguay River.|585
NT3|Humid Pampas|The Humid Pampas occupy the plains in the east of Argentina, taking up most of the province of Buenos Aires.|576
NT3|Espinal|The Espinal ecoregion is in central Argentina extending from central Santa Fe through the province of Córdoba to the north of San Luis.|575
NT3|Uruguayan Savanna|This ecoregion extends from the extreme southern part of the Rio Grande do Sul, a Brazilian state, to include the entire country of Uruguay, and a small section of the Argentinean province of Entre Ríos.|574
NT2|Patagonian Steppe|This ecoregion mainly covers the Patagonia region of Argentina from the Atlantic Ocean shore and extends into southwestern Chile.|578
NT2|Low Monte|The Low Monte is in north-central Argentina, extending along the eastern foothills of the Andes until reaching the Patagonian steppe, then extends eastwards to the Pacific Ocean.|577
NT15|Maranhão Babaçu Forests|This ecoregion is located in eastern Brazil at the very eastern and southern flank of the Amazon Basin.|540
NT15|Caatinga|This ecoregion is the largest dry forest region in South America and one of the richest dry forests in the world.|525
NT15|Brazilian Atlantic Dry Forests|This forest-dominated ecoregion is surrounded by open vegetation of Caatinga in the north and east and Cerrado in the west and south.|524
NT15|Caatinga Enclaves Moist Forests|This ecoregion consists of five established patches of Atlantic forest that are surrounded by a variety of dry Caatinga vegetation in northeast Brazil.|445
NT13|Cerrado|Cerrado is the largest savanna region in South America and biologically the richest savanna in all the world.|567
NT13|Campos Rupestres Montane Savanna|This ecoregion is part of the Espinhaço Mountain Range in Brazil, an ancient plateau formed by pre-Cambrian crystalline rocks that extend from the North Bahia southward to Serra do Ouro Branco.|566
NT12|Pantanal|This ecoregion is located roughly in the center of South America, near the borders of Brazil, Bolivia, and Paraguay.|584
NT12|Chiquitano Dry Forests|Most of the Chiquitano forest lies within the eastern lowlands of Santa Cruz, Bolivia, with smaller patches extending into western Mato Grosso, Brazil.|529
NT14|Southern Atlantic Brazilian Mangroves|The Southern Atlantic Brazilian Mangroves ecoregion comprises four subecoregions.|616
NT14|St. Peter and St. Paul Rocks|More than 800 km from South America, St. Peter and St. Paul’s Rocks are a small group of islands in the equatorial Atlantic Ocean. |609
NT14|Trindade-Martin Vaz Islands Tropical Forests|The Trindade and Martin Vaz Archipelago is the most eastward point of Brazilian territory and is a result of volcanic activity deep below the Atlantic Ocean.|509
NT14|Serra Do Mar Coastal Forests|The Serra do Mar coastal forests cover a 100-km wide strip along the Atlantic Coast of Southern Brazil. |500
NT14|Pernambuco Interior Forests|Pernambuco Interior Forest is located in a narrow strip, approximately 50 km wide, between the ecoregions of Pernambuco Coastal Forests and Caatinga, in northeastern Brazil.|492
NT14|Pernambuco Coastal Forests|The Pernambuco Coastal Forests ecoregion is one of the most unique habitats in the Atlantic coast region of Brazil.|491
NT14|Fernando De Noronha-Atol Das Rocas Moist Forests|The archipelago of Fernando de Noronha and its neighbor Atol das Rocas belong to the Fernando de Noronha Chain of submerged east-west volcanic mountains.|462
NT14|Bahía Interior Forests|This ecoregion covers a large area, including the Brazilian states of Sergipe, Bahía, Minas Gerais, Espírito Santo, and Rio de Janeiro. |443
NT14|Bahia Coastal Forests|Bahía Coastal Forests have been given highest priority for biodiversity conservation by local governments because they harbor an extraordinary number of endemic species of vascular plants, birds, primates, and butterflies.|442
NT14|Atlantic Coast Restingas|Atlantic Coast Restingas consist of three well-defined areas of restinga forests distributed from northeastern to southeastern Brazil. |441
NT14|Araucaria Moist Forests|This ecoregion is bordered on the north and west by the Alta Paraná Atlantic Forests, on the south by the pampas grasslands, and on the east by Serra do Mar Coastal Moist Forests.|440
NT14|Alto Paraná Atlantic Forests|The Alto Paraná Atlantic Forests represent a large block of Atlantic semi-deciduous forest spread from Southeast Brazil and Paraguay to northern Argentina.|439
NT14|Campos Rupestres Montane Savanna|This ecoregion is part of the Espinhaço Mountain Range in Brazil, an ancient plateau formed by pre-Cambrian crystalline rocks that extend from the North Bahia southward to Serra do Ouro Branco.|566
NT20|Uatumã-Trombetas Moist Forests|Uatumã-Trombetas moist forests comprise the vast region north of the Amazon River in the eastern portion of Brazil, extending almost to the Atlantic coast and upwards to Guyana and Suriname. |511
NT20|Rio Negro Campinarana|This ecoregion occur as isolated patches “sand forest” along the Rio Negro and Rio Branco basins in Venezuela and northern Brazil. |498
NT20|Negro-Branco Moist Forests|Rivers in the countries of Colombia, Venezuela, and Brazil bind the Negro-Blanco Moist Forests ecoregion. |484
NT20|Japurá-Solimões-Negro Moist Forests|This ecoregion is situated on the lowland plateau in the central northern portion of the Amazon Basin in Brazil with tiny sections touching Colombia and Venezuela.|473
NT20|Gurupa Várzea|The Gurupa várzea ecoregion is named for the large alluvial island, Ilha Grande de Gurupá, occurring in the mouth of the Amazon River. |467
NT18|Beni Savanna|The Beni Savannas are the 3rd largest complex of savannas in South America.|565
NT18|Ucayali Moist Forests|This ecoregion is located entirely within Peru at the foot of the Andes mountains and includes the basin west of the Ucayali river, a major branch of the Amazon river.|512
NT18|Southwest Amazon Moist Forests|The Southwest Amazon moist forest region covers an extensive area of the Upper Amazon Basin comprising four sub-basins.|505
NT18|Iquitos Várzea|This ecoregion  comprises the low and upper Amazon, Ucayali, Marañon, Madre de Dios in Peru and Bolivia, and several smaller tributaries to the Amazon in Peru, and the upper Juruá and Purus Rivers in Brazil.|469
NT17|Xingu-Tocantins-Araguaia Moist Forests|Located primarily between the Xingu and Lower Tocantins Rivers in Brazil, this ecoregion also includes the area around the Araguaia River. |518
NT17|Tapajós-Xingu Moist Forests|This ecoregion lies in central-eastern Brazil south of the Amazon River, comprising the interfluvial plain between the Tapajós and Xingu Rivers, both major tributaries to the Amazon River.|507
NT17|Mato Grosso Tropical Dry Forests|The Mato Grosso Tropical Dry Forests are in the Mato Grosso and Para provinces of central Brazil. |481
NT17|Madeira-Tapajós Moist Forests|The ecoregion lies in central Amazonia, including a considerable expanse of land area between the Madeira and Tapajós Rivers (both major tributaries to the Amazon). |476
NT16|Northeast Brazil Restingas|The Northeastern Brazil Restingas extend approximately 400 km along a disjunct coastal strip, through the northern portions of the Brazilian states of Maranhão, Piauí, and Ceará.|485
NT16|Amazon-Orinoco-Southern Caribbean Mangroves|The Amazon-Orinoco-Southern Caribbean Mangrove ecoregion is comprised of seven subecoregions.|611
NT16|Tocantins/Pindare Moist Forests|In the Brazilian State of Pará, the ecoregion extends west to the Tocantins River and south to the Mearim River in Maranhão State.|508
NT16|Marajó Várzea|This várzea ecoregion comprises the entire Marajó Island, many smaller channel islands, and the surrounding mainland on both the northern and southern banks of the Amazon.|480
NT19|Solimões-Japurá Moist Forests|This ecoregion lies on well-drained upland tertiary alluvial plains in western Amazonia.|503
NT19|Purus-Madeira Moist Forests|The Purus-Madeira Moist Forest ecoregion lies in the center of the Brazilian Amazon, between the Purus and Madeira Rivers.|497
NT19|Purus Várzea|This ecoregion in Brazil comprises portions of the low, seasonally flooded river basins of the central Amazon.|496
NT19|Napo Moist Forests|The Rio Napo ecoregion covers the north-western portion of Peru, the Amazon region of Ecuador, and the southwestern corner of Colombia’s Amazon.|483
NT19|Monte Alegre Várzea|This ecoregion in Brazil comprises portions of the low, seasonally flooded river basins of the central and lower Amazon.|482
NT19|Juruá-Purus Moist Forests|The Juruá-Purus Moist Forests ecoregion covers the valleys between the westernmost Amazon River to the Purus River. |474
NT19|Caqueta Moist Forests|The Caquetá Moist Forest occurs in the Colombian Amazon. It is bound on the northeast by the Guainía, Guaviare, and Guayabero Rivers and on the western extreme by the small Rio Losada, south of the Serranía de la Macarena.|446
NT23|Paraguana Xeric Scrub|This ecoregion lies within two of the four existing physiographic provinces, which are characterized by distinct geography and landscape features, in the northwest region of Venezuela.|606
NT23|La Costa Xeric Shrublands|The La Costa Xeric Shrublands are part of the Coastal Cordillera geographical region in northern Venezuela.|603
NT23|Guajira-Barranquilla Xeric Scrub|The Guajira-Barranquilla Xeric Scrub is found within three enclaves in parts of Venezuela and Colombia along the Caribbean Sea.|602
NT23|Araya and Paria Xeric Scrub|The ecoregion extends through portions of Margarita Island, the Araya-Paria peninsula, and onto the mainland of Cumaná in Venezuela.|597
NT23|Santa Marta Páramo|The Santa Marta páramos are the northernmost occurrence of this habitat type in South America. |594
NT23|Sinú Valley Dry Forests|This ecoregion is situated at the northwestern extreme of the Andes, near the Darien-Panama bridge and between two major ecoregions—Chocó Wet Forests and Magdalena Medio Rain Forests.|546
NT23|Maracaibo Dry Forests|The Maracaibo Dry Forests are located in the northwestern coastal area of Venezuela. |539
NT23|Lara-Falcón Dry Forests|The Lara-Falcón Dry Forests lie in northern Venezuela, south of the Paraguana Peninsula, east of the Gulf of Maracaibo, and north of the Andes. |536
NT23|Santa Marta Montane Forests|The Santa Marta Montane Forest ecoregion lies in northern Colombia in the extreme northwest of South America.|499
NT23|Cordillera de la Costa Montane Forests|The Cordillera de la Costa Montane Forests ecoregion extends 720 km from east to west along the northern coast of Venezuela.|456
NT23|Catatumbo Moist Forests|These Forests exist as four distinct regions within the Catatumbo Valley, and are comprised of isolated mountain, lowlands, Andean foothills, and valleys.|447
NT23|Amazon-Orinoco-Southern Caribbean Mangroves|The Amazon-Orinoco-Southern Caribbean Mangrove ecoregion is comprised of seven subecoregions.|611
NT22|Llanos|The Llanos ecoregion is an area of extensive plains, covered mainly by savanna vegetation, and of great economic importance for Venezuela and Colombia. |572
NT22|Apure-Villavicencio Dry Forests|The Apure-Villavicencio Dry Forests border the eastern Cordillera de Mérida from Venezuela to the Serranía de Macarena in Colombia.|520
NT21|Guianan Piedmont Moist Forests|A transitional ecoregion between the mountainous Pantepui forests and shrublands and Guianan highland moist forest and surrounding dry forests (Llanos) to the north and rain forests (Amazon Basin) to the south.|466
NT21|Orinoco Wetlands|The ecoregion is located to the north of the Orinoco River Delta, the second largest river in the Neotropics, in eastern Venezuela.|583
NT21|Guianan Savanna|The Gran Sabana patch is recognized as an important plant refuge and dispersal center, with several reported endemic species.|570
NT21|Trinidad and Tobago Dry Forests|This ecoregion covers a small portion of land in the northwest of Trinidad and the very northern end of Tobago.|548
NT21|Trinidad and Tobago Moist Forest|This moist forest ecoregion comprises approximately 90% of the land area of the archipelagic state of Trinidad and Tobago.|510
NT21|Pantepui Forests and Shrublands|The landscape of Pantepui Forests & Shrublands ecoregion perforate an extensive matrix of highland savannas and rain forests across southern Venezuela, Guayana, Suriname, and Brazil. |490
NT21|Orinoco Delta Swamp Forests|This ecoregion occurs in a continuous expanse of flooded forests and wetlands, occurring from the southern reaches of the Paria Peninsula in northern Venezuela.|488
NT21|Guianan Lowland Moist Forests|This region is located on the northeastern coast of South America. The Amazon basin lies to the south and the Orinoco borders on the west. |465
NT21|Guianan Highlands Moist Forests|"Situated in southeastern Venezuela in northern South America, the Guayanan Highlands Most Forests ecoregion is an elevational ""island"" surrounded by llanos and lowland forest. "|464
NT21|Guianan Freshwater Swamp Forests|This Swamp Forests ecoregion extends as a narrow, near-coastal strip across all of northern Suriname, from the Courantyne River along the Guyanan border to the Maroni River along the French Guianan border.|463
NT21|Amazon-Orinoco-Southern Caribbean Mangroves|The Amazon-Orinoco-Southern Caribbean Mangrove ecoregion is comprised of seven subecoregions.|611
PA24|West Sahara Desert|This ecoregion is a largely barren landscape, speckled sparingly with oases and transient green spaces which only appear after rare rainfall. |845
PA24|Saharan Atlantic Coastal Desert|A vibrant marine ecosystem is juxtaposed with arid desert plateaus in this spectacular stretch of coastline between Western Sahara and Mauritania that forms this ecoregion.|839
PA24|North Saharan Xeric Steppe and Woodlands|This ecoregion extends right across North Africa, including parts of Western Sahara, Morocco, the northern edge of Mauritania, Algeria, Tunisia, Libya, and Egypt. |833
PA24|East Sahara Desert|This ecoregion covers the central Sahara Desert.|822
PA24|Canary Islands Dry Woodlands and Forests|The Canary Archipelago is a group of volcanic islands and rock islets located in the Atlantic Ocean, 115 km from the northwest coast of Africa.|787
PA24|Saharan Halophytic|This ecoregion cover a number of saline depressions scattered across northern Africa.|745
PA24|Nile Delta Flooded Savanna|This ecoregion extends along the Nile River from the Aswan High Dam 1,100 km downstream to the mouth of the Nile, and includes the delta in the North, which is about 175 km long and 260 km wide, opening to the Mediterranean sea. |744
PA25|West Saharan Montane Xeric Woodlands|Mountain ranges such as Ahaggar, Tibesti, and Aïr rise up around the West Sahara Desert, notably in the south.|846
PA25|Tibesti-Jebel Uweinat Montane Xeric Woodlands|This ecoregion encompasses two mountainous areas rising from the central Sahara Desert: Tibesti and the smaller Jebel Uweinat region.|844
PA25|South Sahara Desert|The South Sahara Desert ecoregion crosses the African continent from the southern corner of Western Sahara and the northern half of Mauritania, to the northern part of Mali, southern Algeria, northern Niger, Chad, Sudan, and southeastern Egypt.|842
PA25|East Saharan Montane Xeric Woodlands|This ecoregion is restricted to three specific locations: the Massif de l’Ennedi and Massif du Kapka in northeastern Chad and the nearby Jebel Marra in western Sudan|823
PA23|Mediterranean Woodlands and Forests|This ecoregion covers the coastal plains, lowlands, and mid-elevations of northern Morocco, Algeria and Tunisia plus an isolated portion on the Cyrenaic Peninsular of Libya (Jabel al Akdar).|798
PA23|Mediterranean Dry Woodlands and Steppe|This ecoregion stretches from eastern Morocco, across northern Algeria to the Mediterranean coast of Tunisia. |797
PA23|Mediterranean Acacia-Argania Dry Woodlands and Succulent Thickets|This ecoregion mainly sits within Morocco and the two easternmost Canary Islands.|796
PA23|Mediterranean High Atlas Juniper Steppe|This ecoregion is limited to areas of the High Atlas Mountains in Morocco above an altitude of 1,628 m.|758
PA23|Mediterranean Conifer and Mixed Forests|This ecoregion comprises relict stands of fir and pine forest in the humid, medium to high elevations of major mountain massifs in North Africa, and in the southernmost mountains of Cádiz and Málaga in Spain.|701
PA22|Madeira Evergreen Forests|Madeira is an archipelago of four islands in the Atlantic Ocean, about 560 km west of Morocco and 978 km southwest of Lisbon. |668
PA26|South Arabian Plains and Plateau Desert|This ecoregion largely lies within Oman and Yemen, although it includes a small section in the United Arab Emirates in the East.|840
